document_name,article_number,livre,titre,chapitre,section,sous_section,pages,content,source_relative_path
Code_procedure_penale_fr_0,200,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE III DU JUGE CANTONAL,Section I De la saisine du juge cantonal,,44-45,"Le juge cantonal est saisi des contraventions : 1) par citation directe, soit du procureur de la République, soit des administrations et régies financières quand la loi les autorise à exercer directement l'action publique, soit de la partie lésée; 2) par le renvoi du juge d'instruction ou d'une autre juridiction; 3) par la traduction immédiate du prévenu à la barre, par le procureur de la République dans les cas prévus par l'article 202. Toutefois, dans le cas de flagrance, le juge peut se saisir d'office.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,201,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE III DU JUGE CANTONAL,Section II De la procédure devant le juge cantonal statuant,,45,"Le prévenu comparaît en audience publique, en personne, par avocat ou par fondé de procuration spéciale. Toutefois, si le juge estime nécessaire la comparution du prévenu en personne, il est procédé à sa réassignation pour une audience dont la date est fixée par le juge. Faute par le prévenu ainsi assigné de comparaître à la date qui lui est fixée, le juge passe outre et rend une décision réputée contradictoire.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,202,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE III DU JUGE CANTONAL,Section II De la procédure devant le juge cantonal statuant,,45,"Le juge peut retenir à sa disposition sous mandat de dépôt, le prévenu en état d'ivresse, ou ne pouvant justifier de son identité, ou n'ayant pas de domicile fixe, ou lorsque des désordres sont à craindre. En aucun cas le prévenu n'est retenu plus de huit jours.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,203 (Modifié par la loi n° 93-113 du 22 novembre 1993),LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE III DU JUGE CANTONAL,Section II De la procédure devant le juge cantonal statuant,,45,"(Modifié par la loi n° 93-113 du 22 novembre 1993). Il ne peut être formé devant le juge cantonal statuant en matière de contraventions, de demandes en dommages-intérêts excédant le seuil de sa compétence lorsqu'il statue en matière civile.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,204,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE III DU JUGE CANTONAL,Section III De la procédure devant le juge cantonal statuant,,45-46,"En matière de délits, le juge cantonal est saisi- dans les conditions prévues par l'article 206 du présent code. Il ne peut être formé devant le juge cantonal, statuant en matière de délits, de demandes en dommages-intérêts excédant le taux en premier ressort du juge cantonal statuant en matière civile.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,205 (Modifié par la loi n° 93-114 du 22 novembre 1993),LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE IV DU TRIBUNAL DE PREMIERE INSTANCE7,Section I De la composition du tribunal de première instance,,46,"(Modifié par la loi n° 93-114 du 22 novembre 1993). « Le tribunal de première instance, statuant en matière de délit, est composé d'un président et de deux juges. En cas d'empêchement, le président peut être remplacé par un juge» (Modifié par la loi n° 2000-43 du 17 avril 2000). Toutefois, pour les procès entraînant de longs débats, le président du tribunal peut décider d'adjoindre à la formation du tribunal deux juges supplémentaires. Le ou les deux juges supplémentaires siègent aux audiences et ne prennent part aux délibérations qu'en cas d'empêchement du ou des deux juges titulaires. Les fonctions du ministère public sont exercées par le procureur de la République ou l'un de ses substituts, celles du greffe par un greffier du tribunal. Toutefois, ledit tribunal est formé d'un juge unique lorsqu'il a à connaître des délits suivants : 1) les délits en matière de chèques sans provisions, 2) les délits en matière de construction sans autorisation, prévus par la loi n° 76-34 du 4 février 1976, 3) les délits économiques prévus au chapitre I du titre 4 de la loi n° 91-64 du 29 juillet 1991 relative à la concurrence et aux prix.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,206,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE IV DU TRIBUNAL DE PREMIERE INSTANCE7,Section II De la saisine du tribunal de première instance,,46-48,"Le tribunal de première instance est saisi : 1) par citation directe du ministère public quand celui ci estime qu'il n'y a pas lieu à instruction préparatoire, des administrations et régies financières dans les cas où la loi les autorise à exercer directement l'action publique, ou de la partie lésée quand le ministère public refuse de poursuivre d'office. La partie poursuivante fait, en ce cas, citer les autres parties8. 2) par le renvoi du juge d'instruction ou d'une autre juridiction. 8- Rectificatif paru au J.O.R.T. N° 43 du 11 octobre 1968. Le Procureur de la République fait, en ce cas, citer le prévenu et les parties civiles ou civilement responsables à la plus prochaine audience utile. 3) par la traduction immédiate du prévenu à la barre par le Procureur de la République, après simple interrogatoire en cas de flagrant délit, s'il n'y a pas d'audience le jour même, le ministère public peut, sur mandat, faire incarcérer l'inculpé a la maison de dépôt. Il doit, en ce cas, le faire conduire à la plus prochaine audience. Si l'affaire n'est pas en état de recevoir jugement, le tribunal en ordonne le renvoi pour plus ample informé à l'une des prochaines audiences, confirme le mandat, ou s'il y a lieu, met provisoirement l'inculpé en liberté avec ou sans caution. Il peut aussi se dessaisir de la poursuite, et renvoyer le ministère public à se pourvoir ainsi qu'il avisera.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,207 (Modifié par la loi n°2000-43 du 17 avril 2000),LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE V DE LA JURIDICTION D'APPEL,Section I De l'exercice du droit d'appel,,48,(Modifié par la loi n°2000-43 du 17 avril 2000). Les jugements rendus en matière correctionnelle et en matière criminelle peuvent être attaqués par voie d'appel. L'appel des jugements rendus par les tribunaux de première instance en matière correctionnelle et de ceux rendus par les tribunaux de première instance sis au siège d'une cour d'appel en matière criminelle est porté devant la cour d'appel. L'appel des jugements rendus par les juges cantonaux est porté devant le tribunal de première instance.,pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,208 (Modifié par la loi n° 93-114 du 22 novembre 1993),LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE V DE LA JURIDICTION D'APPEL,Section I De l'exercice du droit d'appel,,48,"(Modifié par la loi n° 93-114 du 22 novembre 1993). Chaque cour d'appel comprend au moins une chambre d'appel correctionnel composée d'un président de chambre et de deux conseillers. En cas d'empêchement, le président peut être remplacé par un conseiller à la cour d'appel et les conseillers par des juges du tribunal de première instance. Les fonctions du ministère public sont exercées par le Procureur Général ou l'un de ses substituts, celles du greffe par un greffier de la cour d'appel. Toutefois, pour les procès entraînant de longs débats, le premier président de la cour d'appel peut décider d'adjoindre à la formation de la chambre un ou deux conseillers supplémentaires. Le ou les deux conseillers supplémentaires siègent aux audiences et ne prennent part aux délibérations qu'en cas d'empêchement du ou des deux conseillers titulaires.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,209 (Modifié par la loi n°2000-43 du 17 avril 2000),LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE V DE LA JURIDICTION D'APPEL,Section I De l'exercice du droit d'appel,,48,"(Modifié par la loi n°2000-43 du 17 avril 2000). Ne sont susceptibles d'appel que les jugements rendus en premier ressort par le juge cantonal ou par le tribunal de première instance en matière de compétence ou au fond de matière de délit, ainsi que les jugements rendus par le tribunal de première instance de crime. Les autres décisions ne peuvent faire l'objet d'appel qu'avec les jugements rendus sur le fond.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,210 (Modifié par la loi n°2000-43 du 17 avril 2000),LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE V DE LA JURIDICTION D'APPEL,Section I De l'exercice du droit d'appel,,48-49,"(Modifié par la loi n°2000-43 du 17 avril 2000). Le droit d'appel appartient : 1) au prévenu condamné pour un crime ou pour un délit et à la partie civilement responsable, 2) à la partie civile quant à ses intérêts civils seulement; 3) au procureur de la République; 4) aux administrations et régies financières agissant comme ministère public dans les cas où la loi les autorise à exercer directement l'action publique; 5) aux procureurs généraux près les cours d'appel.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,211,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE V DE LA JURIDICTION D'APPEL,Section I De l'exercice du droit d'appel,,49,L'appel ne peut être interjeté que par l'intéressé ou par son représentant.,pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,212,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE V DE LA JURIDICTION D'APPEL,Section I De l'exercice du droit d'appel,,49,"L'appel est interjeté au greffe du tribunal qui a rendu le jugement, soit par déclaration verbale dont il est dressé acte séance tenante, soit par déclaration écrite. L'appelant doit signer et s'il ne veut ou ne peut signer, il en est fait mention. Si l'appelant est détenu, l'appel est reçu par le surveillant chef de la prison qui le communique, sans délai, au greffe du tribunal.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,213,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE V DE LA JURIDICTION D'APPEL,Section I De l'exercice du droit d'appel,,49,"L'appel n'est plus recevable, sauf cas de force majeure, s'il n'a été fait dix jours au plus tard après le prononcé du jugement contradictoire, après la signification du jugement contradictoire au sens de l'alinéa premier de l'article 17'5, après l'expiration du délai d'opposition si le jugement a été rendu par défaut ou après la signification du jugement rendu par itératif défaut: Pour le procureur général de la République et les avocats généraux près les cours d'appel, le délai d'appel est de soixante jours à compter du jour du prononcé du jugement. Ils doivent, en outre, à peine de déchéance, notifier leurs recours dans ledit délai au prévenu et aux personnes civilement responsables.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,214,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE V DE LA JURIDICTION D'APPEL,Section I De l'exercice du droit d'appel,,49,"Pendant le délai et l'instance d'appel, il est sursis à l'exécution du jugement. Néanmoins, le mandat de dépôt conserve son effet jusqu'à l'expiration de la peine prononcée en premier ressort et, si l'appel a' été interjeté par le Ministère public, jusqu'à la décision de la juridiction d'appel. L'appel tardif ne suspend pas l'exécution du jugement.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,215,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE V DE LA JURIDICTION D'APPEL,Section I De l'exercice du droit d'appel,,49-50,"L'acte d'appel et les pièces de la procédure sont transmis sans délai au représentant du ministère public près la juridiction d'appel, par les soins du procureur de la République ou du juge cantonal selon les cas. Si l'appelant est détenu, il est immédiatement, par ordre du procureur de la République ou du juge cantonal, transféré dans la maison de dépôt du siège de la juridiction d'appel. Les parties sont citées conformément aux articles 134 et suivants. La partie civile n'est citée que si l'appel tend à saisir la juridiction d'appel de l'action civile.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,216,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE V DE LA JURIDICTION D'APPEL,Section II De la procédure devant la juridiction d'appel,,50,"La juridiction d'appel peut, sur l'appel du ministère public, soit confirmer le jugement, soit l'infirmer en tout ou en partie dans un sens favorable ou défavorable au prévenu. Elle ne peut, sur le seul appel du prévenu ou du civilement responsable, aggraver le sort de l'appelant. Elle ne peut, sur le seul appel de la partie civile, modifier le jugement dans un sens défavorable à celle-ci.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,217,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE V DE LA JURIDICTION D'APPEL,Section II De la procédure devant la juridiction d'appel,,50,"Les parties appelantes, à l'exception du ministère public, peuvent se désister de leur appel. Ce désistement doit être exprès et ne peut être rétracté.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,218,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE V DE LA JURIDICTION D'APPEL,Section II De la procédure devant la juridiction d'appel,,50,"En cas de jugement rendu au fond, si la juridiction d'appel estime que la procédure est frappée de nullité, elle la régularise et statue sur le fond. Si le jugement est sujet à annulation, la juridiction d'appel évoque et statue sur le fond.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,219,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE V DE LA JURIDICTION D'APPEL,Section II De la procédure devant la juridiction d'appel,,50,"Si le jugement attaqué est un jugement d'incompétence et que la juridiction d'appel estime devoir le réformer, elle l'infirme, évoque et statue sur le fond.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,220,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE V DE LA JURIDICTION D'APPEL,Section II De la procédure devant la juridiction d'appel,,50,"Si le jugement attaqué est un jugement de compétence et que la juridiction d'appel estime devoir le réformer, elle l'infirme et renvoie les parties et le ministère public à se pourvoir ainsi qu'ils aviseront.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,"221 (Modifié par la loi n°2000-43 du 17 avril 2000 et les alinéas 1, 5 et 6 ont été modifiés par la loi n° 2006-34 du 12 juin 2006)",LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE VI DE LA COUR CRIMINELLE,,,50-51,"(Modifié par la loi n°2000-43 du 17 avril 2000 et les alinéas 1, 5 et 6 ont été modifiés par la loi n° 2006-34 du 12 juin 2006). Chaque tribunal de première instance sis au siège d'une cour d'appel comprend au moins une chambre criminelle statuant en premier ressort en matière de crime, composée : - d'un président de troisième grade ayant fonction de président de chambre à la cour d'appel. - de quatre magistrats de deuxième grade. En cas d'empêchement le président peut être remplacé par un vice président et les conseillers par deux magistrats du même tribunal de première instance. En cas de procès nécessitant de longs débats, le président du tribunal peut décider d'adjoindre à la formation du tribunal un ou plusieurs magistrats supplémentaires. Le ou les magistrats supplémentaires assistent à l'audience et ne participent aux délibérations qu'en cas d'empêchement du ou des magistrats titulaires. Les fonctions du ministère public sont exercées auprès de la chambre criminelle de première instance par le procureur de la République ou son substitut. La fonction de greffier est assurée par un greffier du tribunal de première instance. Chaque cour d'appel comprend au moins une chambre criminelle d'appel composée : - d'un président de troisième grade ayant fonction de président de chambre à la cour de cassation, - de deux magistrats de troisième grade, - de deux magistrats de deuxième grade. En cas d'empêchement, le président peut être remplacé par l'un des présidents de chambre à la cour d'appel, et les deux magistrats de troisième grade par deux magistrats de deuxième grade et les deux magistrats de deuxième grade par deux autres magistrats. Les fonctions du ministère public sont exercées par le procureur général près la cour d'appel ou son substitut. La fonction de greffier est assurée par un greffier de la cour d'appel. En cas de procès nécessitant de long débats, le premier président de la cour d'appel peut décider d'adjoindre à la formation de la chambre un ou plusieurs conseillers supplémentaires. Le ou les conseillers supplémentaires assistent à l'audience et ne participent aux délibérations qu'en cas d'empêchement du ou des conseillers titulaires.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,221 (Modifié par la loi n° 2000-43 du 17 avril 2000),LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE VI DE LA COUR CRIMINELLE,,,51,(Modifié par la loi n° 2000-43 du 17 avril 2000). La chambre criminelle du tribunal de première instance sis au siège d'une cour d'appel est saisie par l'arrêt de renvoi de la chambre d'accusation. L'affaire dans laquelle un inculpé est détenu doit être fixée à l'audience dans un délai maximum de trois mois à compter de la date de la réception par la cour du dossier.,pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,223 (Modifié par la loi n° 2000-43 du 17 avril 2000),LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE VI DE LA COUR CRIMINELLE,,,51,"(Modifié par la loi n° 2000-43 du 17 avril 2000). En cas de condamnation à mort, le dossier de l'affaire est transmis immédiatement au procureur général près la cour d'appel, s'il est rendu en premier degré, et au procureur général près de la cour de cassation si l'arrêt est rendu en appel.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,258,LIVRE III DES VOIES DE RECOURS EXTRAORDINAIRES,,CHAPITRE PREMIER DU POURVOI EN CASSATION,Section I Des décisions susceptibles d'être attaquées,,52,"Peuvent se pourvoir en cassation contre les décisions rendues sur le fond et en dernier ressort, même exécutées, pour incompétence, excès de pouvoir, violation ou fausse application de la loi : 1) le condamné; 2) la partie civilement responsable; 3) la partie civile quant à ses intérêts civils seulement; 4) le procureur de la République; 5) le procureur général de la République et les avocats généraux près les cours d'appel; 6) le procureur général près la cour de cassation, agissant sur ordre du secrétaire d'Etat à la Justice. Il est statué sur le pourvoi par la cour de cassation. Les pourvois contre les décisions portant condamnation à la peine capitale sont jugés toutes affaires cessantes.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,259,LIVRE III DES VOIES DE RECOURS EXTRAORDINAIRES,,CHAPITRE PREMIER DU POURVOI EN CASSATION,Section I Des décisions susceptibles d'être attaquées,,52,"L'arrêt de la chambre d'accusation portant renvoi du prévenu devant le tribunal correctionnel ou le juge cantonal ne peut être attaqué devant la cour de cassation que lorsqu'il statue, d'office ou sur déclinatoire des parties, sur la compétence, ou qu'il présente des dispositions définitives que le tribunal, saisi de la prévention, n'a pas le pouvoir de modifier.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,260,LIVRE III DES VOIES DE RECOURS EXTRAORDINAIRES,,CHAPITRE PREMIER DU POURVOI EN CASSATION,Section I Des décisions susceptibles d'être attaquées,,52-53,"La partie civile ne peut se pourvoir en cassation contre les arrêts de la chambre d'accusation que s'il y a pourvoi du ministère public. Toutefois, son seul pourvoi est recevable dans les cas suivants : 1) lorsque l'arrêt de la chambre d'accusation a dit n'y avoir lieu à informer; 2) lorsque l'arrêt a déclaré l'irrecevabilité de l'action de la partie civile; 3) lorsque l'arrêt a déclaré l'action publique prescrite; 4) lorsque l'arrêt a, d'office ou sur déclinatoire des parties, prononcé l'incompétence de la juridiction saisie; 5) lorsque l'arrêt a omis de statuer sur un chef d'inculpation.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,261,LIVRE III DES VOIES DE RECOURS EXTRAORDINAIRES,,CHAPITRE PREMIER DU POURVOI EN CASSATION,Section II De la procédure,,53,"« Le pourvoi en cassation est formé par requête écrite présentée, personnellement ou par l’office d’un avocat, au greffe du tribunal qui a rendu le jugement ou l’arrêt attaqué » (ce paragraphe a été modifié par la loi n° 2007-26 du 7 mai 2007). Si l'auteur du pourvoi est détenu, le pourvoi est reçu par le surveillant chef de la prison qui le transmet, sans délai, au greffe de ladite cour. « Le greffier qui reçoit la requête doit la viser, y mentionner la date de sa réception et l’inscrire immédiatement sur un registre spécial tenu à cet effet. Il en délivre reçu portant la date de sa réception et en avise sans délai le greffe de la cour de cassation par tout moyen laissant une trace écrite. Il en informe ensuite le défendeur et expédie le dossier de l’affaire au greffe de la cour de cassation accompagné de la requête en pourvoi et d’une copie du jugement ou de l’arrêt attaqué » (ce paragraphe a été ajouté par la loi n° 2007-26 du 7 mai 2007).",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,261 (paragraphes quatre et cinq ajouté par la loi n° 2008-75 du 11 décembre 2008),LIVRE III DES VOIES DE RECOURS EXTRAORDINAIRES,,CHAPITRE PREMIER DU POURVOI EN CASSATION,Section II De la procédure,,53,"(paragraphes quatre et cinq ajouté par la loi n° 2008-75 du 11 décembre 2008) Le greffier du tribunal qui a rendu le jugement attaqué doit convoquer l'auteur du pouvoir ou son avocat selon le cas par la voie administrative et lui délivrer une copie du jugement attaqué contre reçu portant la date de la remise de ladite copie qu'il joint au dossier de l'affaire . Si l'auteur du pouvoir ou son avocat ne se présentent pas dans un délai d'un mois à compter de la date de sa convocation par tout moyen laissant une trace écrite, pour recevoir une copie du jugement attaqué et que son avocat ne présente pas les motifs de cassation,le pouvoir est déchu.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,262,LIVRE III DES VOIES DE RECOURS EXTRAORDINAIRES,,CHAPITRE PREMIER DU POURVOI EN CASSATION,Section II De la procédure,,53-54,"« Le pourvoi en cassation est non recevable, sauf cas de force majeure, s’il n’a pas été présenté au greffe du tribunal qui a rendu la décision attaquée dans un délai de dix jours à dater du jugement contradictoire, ou de la signification du jugement réputé contradictoire au sens de l’alinéa premier de l’article 175, ou de l’expiration du délai d’opposition si le jugement est rendu par défaut, ou de la signification du jugement rendu par itératif défaut » (ce paragraphe a été modifié par la loi n° 2007-26 du 7 mai 2007). Pour le procureur général près la cour de cassation, agissant dans les conditions prévues par l'article 258, le délai est de soixante jours à compter du jour du prononcé de la décision. Il doit, en outre, à peine de déchéance, notifier son recours dans ledit délai au prévenu et aux personnes civilement responsables. En cas de condamnation à mort, le délai est de cinq jours seulement. Le pourvoi contre les arrêts de la chambre d'accusation est formé dans les quatre jours à compter du jour où le demandeur en cassation en a reçu notification ou en a pris connaissance.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,263,LIVRE III DES VOIES DE RECOURS EXTRAORDINAIRES,,CHAPITRE PREMIER DU POURVOI EN CASSATION,Section II De la procédure,,54,"Le greffier ne doit accepter la requête que si elle est accompagnée de la quittance de consignation à la recette de l'enregistrement de l'amende à laquelle le demandeur serait condamné si sa requête était rejetée, ainsi que tous droits dont la consignation est prévue par la loi. Le montant de l'amende est fixé par décret. Sont dispensées de cette consignation le ministère public et les condamnés à la peine capitale ou aux travaux forcés à perpétuité. Si le demandeur se désiste, la cour peut ne pas le condamner à l'amende consignée et en ordonner la restitution.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,263bis,LIVRE III DES VOIES DE RECOURS EXTRAORDINAIRES,,CHAPITRE PREMIER DU POURVOI EN CASSATION,Section II De la procédure,,54,"nouveau ajouté par la loi n° 2008-75 du 11 décembre2008). A l’exception du ministère public, l'avocat de l’auteur du pourvoi doit, à peine de déchéance, présenter au greffe de la cour de cassation dans un délai maximum de trente jours à compter de la date de laquelle une copie du jugement attaqué lui a été remise par le greffe du tribunal qui l'a rendu ce qui suit : - un mémoire indiquant les moyens du pourvoi et précisant les griefs à l’encontre de la décision attaquée, - une copie du procès-verbal de signification par voie d’huissier de justice du mémoire aux défendeurs à l’exception du ministère public. Lorsque le défendeur décide de répondre au mémoire de pourvoi, il doit, dans un délai maximum de trente jours; à compter de la date de la signification qui lui en a été faite, présenter par un mémoire au greffe de la cour de cassation. En matière criminelle, les procédures énoncées aux précédents alinéas sont obligatoirement diligentées par l’office d’un avocat.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,264,LIVRE III DES VOIES DE RECOURS EXTRAORDINAIRES,,CHAPITRE PREMIER DU POURVOI EN CASSATION,Section II De la procédure,,54,nouveaux (modifié par la loi n° 2007-26 du 7 mai 2007) Le greffier de la cour de cassation doit communiquer le dossier de l’affaire au procureur général près la cour de cassation qui présente par lui-même ou par l’un des avocats généraux près ladite cour ses conclusions écrites. Il ne doit soulever aucun moyen non invoqué par les parties à moins qu’il ne s’agisse d’un moyen d’ordre public. Il transmet ensuite ces conclusions avec le dossier au premier président près la cour de cassation.,pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,265,LIVRE III DES VOIES DE RECOURS EXTRAORDINAIRES,,CHAPITRE PREMIER DU POURVOI EN CASSATION,Section II De la procédure,,54,"Le pourvoi en cassation ne suspend l'exécution de la décision attaquée qu'en cas de condamnation à mort, ou lorsqu'il s'agit d'une décision ordonnant la destruction d'une pièce arguée de faux ou l'annulation de ses effets, ou d'une décision constatant la nullité d'un mariage.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,266,LIVRE III DES VOIES DE RECOURS EXTRAORDINAIRES,,CHAPITRE PREMIER DU POURVOI EN CASSATION,Section II De la procédure,,54-55,"Pourvoi sur pourvoi ne vaut, et ce, même si le délai est encore ouvert ou si le pourvoi a été rejeté seulement en la forme.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,267,LIVRE III DES VOIES DE RECOURS EXTRAORDINAIRES,,CHAPITRE PREMIER DU POURVOI EN CASSATION,Section III Des arrêts rendus par la Cour de Cassation,,55,"La cour de cassation siège et statue en chambre du conseil. Les avocats, s'ils l'ont demandé par écrit, peuvent être autorisés à se présenter à l'audience pour plaider. Ils ne peuvent plaider que sur les moyens présentés par écrit. La cour statue après délibéré. La minute de l'arrêt est signée par tous les magistrats qui l'ont rendu.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,268,LIVRE III DES VOIES DE RECOURS EXTRAORDINAIRES,,CHAPITRE PREMIER DU POURVOI EN CASSATION,Section III Des arrêts rendus par la Cour de Cassation,,55,"La cour de cassation statuant en matière pénale se compose d'un président et de deux Conseillers et siège en présence du ministère public, assistée d'un greffier. En cas de besoin, le premier président peut désigner, pour présider l'audience, le conseiller le plus ancien. Tout magistrat qui a connu d'une affaire en première instance ou en appel, ou a exprimé dans celle-ci son opinion en tant que ministère public, ne peut connaître du pourvoi en cassation contre la décision intervenue.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,269,LIVRE III DES VOIES DE RECOURS EXTRAORDINAIRES,,CHAPITRE PREMIER DU POURVOI EN CASSATION,Section III Des arrêts rendus par la Cour de Cassation,,55,"La cour de cassation statue dans les limites des moyens soulevés sauf si l'objet de la condamnation est indivisible. Elle doit, le cas échéant, d'office soulever les moyens d'ordre public. Si le pourvoi est admis, la cour casse la décision attaquée en tout ou en partie et renvoie à la juridiction du fond pour nouvel examen dans la limite des dispositions cassées. Toutefois, elle peut casser sans renvoi quand le retranchement de la disposition cassée dispense d'un nouvel examen ou que la cassation ne laisse rien à juger.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,270,LIVRE III DES VOIES DE RECOURS EXTRAORDINAIRES,,CHAPITRE PREMIER DU POURVOI EN CASSATION,Section III Des arrêts rendus par la Cour de Cassation,,55,"Lorsque le pourvoi en cassation émane d'une partie autre que le ministère public, la décision n'est cassée qu'à l'égard de cette partie à moins que les moyens servant de base à la cassation ne touchent les autres parties. Dans ce cas, la décision est cassée également à l'égard de ces derniers alors même qu'ils n'auraient pas formé un pourvoi en cassation.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,271,LIVRE III DES VOIES DE RECOURS EXTRAORDINAIRES,,CHAPITRE PREMIER DU POURVOI EN CASSATION,Section III Des arrêts rendus par la Cour de Cassation,,55,"Lorsque la peine prononcée est la même que celle édictée par la loi applicable à l'infraction commise, nul ne peut demander la cassation de la décision pour le motif qu'il y aurait erreur dans la qualification retenue par cette décision ou dans les textes de loi qu'elle a visés.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,272,LIVRE III DES VOIES DE RECOURS EXTRAORDINAIRES,,CHAPITRE PREMIER DU POURVOI EN CASSATION,Section III Des arrêts rendus par la Cour de Cassation,,55-56,"Lorsque la cour casse avec renvoi, elle renvoie l'affaire pour nouvel examen à la juridiction qui a rendu la décision cassée, ladite juridiction étant autrement composée. Elle peut également, quand les circonstances le justifient, renvoyer l'affaire à une juridiction de même degré.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,273,LIVRE III DES VOIES DE RECOURS EXTRAORDINAIRES,,CHAPITRE PREMIER DU POURVOI EN CASSATION,Section III Des arrêts rendus par la Cour de Cassation,,56,"L'arrêt de cassation remet la cause en l'état où elle était avant la décision cassée, et ce, dans la limite des moyens admis. Si, après cassation avec renvoi, la juridiction de renvoi ne se conforme pas à la décision de la cour de cassation et si un deuxième pourvoi soulevant les mêmes moyens est formé, la cour de cassation, toutes chambres réunies, tranche le conflit l'opposant à la juridiction de renvoi. L'arrêt rendu par les chambres réunies s'impose à la juridiction de second renvoi.",pdfs/Code_procedure_penale_fr_0.pdf
